age,balance,currency,daily,drawdown,expectancy,gain,leverage,link,lots,monthly,name,pips,price,profit,profit_factor,rank,trades,won
1.1,300.3,USD, 1.06%,63.99%,2,41.72%,500 ,https://www.signalstart.com/analysis/legend-warrior/270711, 3.55, 36.28%,Legend Warrior,212.2,$30.00,224.3, 2.29,381,179, 61%
36.0,637032.73,USD, 0.02%,32.80%,37,24.06%,500 ,https://www.signalstart.com/analysis/nomadpilot/271064," 1,138.73", 0.59%,NomadPilot,70701.0,$30.00,104802.28, 1.42,380,1909, 69%
3.13,115.35,USD, 0.35%,46.07%,9,38.32%,500 ,https://www.signalstart.com/analysis/smitefx-x-mismo/270038, 1.06, 10.81%,SmiteFX x MISMO,-192.2,$30.00,35.35, 1.43,379,67, 70%
9.3,10149.63,EUR, 0.32%,52.16%,8,147.02%,500 ,https://www.signalstart.com/analysis/stefano-previti/267167, 163.78, 10.18%,Stefano Previti,5546.8,$75.00,5454.22, 2.02,378,1164, 87%
55.0,31198.78,EUR, 0.04%,9.12%,3,97.32%,500 ,https://www.signalstart.com/analysis/fortythousandconservative/268149, 287.01, 1.23%,FortyThousandConservative,51506.5,$30.00,18975.74, 2.03,377,8201, 84%
8.59,12726.62,USD, 0.58%,52.64%,9,349.76%,500 ,https://www.signalstart.com/analysis/fastgain-trendpro-ea/265497, 160.89, 19.04%,FastGain TrendPro EA,4372.0,$50.00,8453.99, 2.44,376,896, 74%
8.69,772.29,USD, 0.18%,25.70%,4,58.70%,50 ,https://www.signalstart.com/analysis/tr4dex-mad-ea/264178, 1.84, 5.44%,TR4DEX MAD EA,3237.4,$49.00,290.02, 2.02,375,167, 71%
12.95,4326.14,USD, 0.32%,26.04%,3,253.08%,500 ,https://www.signalstart.com/analysis/wishmasterm1/267922, 50.22, 10.06%,WishMasterM1,4205.1,$30.00,862.14, 1.79,374,1282, 81%
8.46,2375.8,USD, 0.52%,46.69%,5,275.25%,500 ,https://www.signalstart.com/analysis/roboprocent004/269181, 192.52, 16.85%,RoboProcent004,245106.0,$39.00,5627.07, 1.39,373,11980, 71%
5.3,1599.3,USD, 0.07%,13.66%,1,10.94%,200 ,https://www.signalstart.com/analysis/lifetime-investment-by-ncg/266771, 2.11, 1.97%,Lifetime Investment by NcG,442.1,$49.00,159.3, 1.61,372,144, 56%
11.89,8342.04,USD, 0.21%,24.21%,7,112.61%,500 ,https://www.signalstart.com/analysis/trading-trends-m5/262572, 94.11, 6.53%,Trading Trends M5,10740.7,$39.00,6327.04, 1.72,371,6390, 76%
25.0,290255.0,USD, 0.23%,30.85%,5,469.49%,500 ,https://www.signalstart.com/analysis/algo-smart-2/243411," 5,584.67", 7.08%,Algo Smart 2,17421.5,$100.00,190255.0, 1.39,370,3913, 58%
17.0,5280.29,USD, 0.35%,33.22%,8,538.50%,500 ,https://www.signalstart.com/analysis/mr-jiang/269774, 586.42, 11.16%,Mr Jiang,3435.6,$75.00,23334.88, 1.71,369,906, 75%
35.0,9390.09,AUD, 0.16%,20.37%,1,478.71%,500 ,https://www.signalstart.com/analysis/balanced-portfolio/271596, 561.56, 5.00%,Balanced Portfolio,15107.3,$75.00,10559.6, 1.46,368,4939, 71%
11.46,695.62,USD, 0.58%,25.83%,1,620.05%,500 ,https://www.signalstart.com/analysis/ets-scalper/267361, 26.67, 18.74%,ETS Scalper,56693.3,$39.00,1083.59, 1.84,367,666, 71%
10.72,165.5,USD, 0.37%,39.24%,4,230.12%,500 ,https://www.signalstart.com/analysis/gushan-scalper/263704, 9.07, 11.74%,GUSHAN SCALPER,936.7,$43.00,154.5, 1.38,366,397, 90%
14.0,305436.13,USD, 0.22%,16.51%,6,166.29%,100 ,https://www.signalstart.com/analysis/v542/261440," 1,835.26", 6.78%,V542,19324.2,$75.00,122166.88, 2.18,364,514, 71%
11.26,7256.98,AUD, 0.60%,64.77%,6,652.03%,500 ,https://www.signalstart.com/analysis/autogainfx01/268317, 247.98, 19.56%,AutoGainFX01,7050.9,$199.00,12421.08, 1.73,365,11851, 72%
16.0,16657.85,AUD, 0.11%,14.35%,7,72.93%,500 ,https://www.signalstart.com/analysis/cradle-hr-securefx-trader/255940, 55.88, 3.34%,Cradle HR SecureFX Trader,13275.0,$65.00,6657.85, 2.65,363,1904, 70%
41.0,21932.86,USD, 0.04%,70.95%,2,69.00%,25 ,https://www.signalstart.com/analysis/allianceinvest/251146, 24.56, 1.27%,AllianceInvest,78540.0,$30.00,9340.14, 2.47,362,861, 73%
71.0,6915.17,AUD, 0.04%,18.51%,9,142.05%,33 ,https://www.signalstart.com/analysis/range-bands-3x/257582, 28.02, 1.23%,Range Bands 3X,4714.1,$30.00,2630.13, 2.11,361,793, 65%
4.75,16064.8,USD, 0.05%,5.90%,7,7.10%,500 ,https://www.signalstart.com/analysis/eclipseedge/268759, 65.55, 1.44%,EclipseEdge,1470.9,$49.00,1064.8, 1.17,360,396, 50%
9.36,41503.23,USD, 0.56%,56.82%,6,385.20%,200 ,https://www.signalstart.com/analysis/ai-midrisk/266893, 215.27, 18.31%,AI MidRisk,18509.3,$50.00,28903.23, 3.83,358,3319, 73%
25.0,17676.78,AUD, 0.07%,10.51%,8,69.15%,500 ,https://www.signalstart.com/analysis/cradle-by-securefx/249421, 141.93, 2.06%,Cradle by SecureFX,23905.6,$35.00,16976.12, 2.89,357,3072, 71%
27.0,1120.35,EUR, 0.10%,27.38%,1,138.68%,200 ,https://www.signalstart.com/analysis/technical-portfolio/248973, 6.64, 3.14%,Technical Portfolio,1318.5,$75.00,296.91, 1.22,356,82, 48%
9.1,23543.21,EUR, 0.63%,43.75%,7,457.66%,500 ,https://www.signalstart.com/analysis/hormiga/266983, 266.05, 20.72%,Hormiga,9521.3,$30.00,16194.5, 4.87,355,3483, 73%
14.0,2717.95,USD, 0.24%,25.93%,7,184.26%,500 ,https://www.signalstart.com/analysis/eurusd-killer-safe/266247, 16.79, 7.28%,EURUSD KILLER Safe,-2414.7,$30.00,1837.71, 2.2,353,207, 84%
35.0,2191.19,USD, 0.08%,12.45%,1,132.24%,500 ,https://www.signalstart.com/analysis/fire-cv/232125, 108.01, 2.39%,FIRE CV,6488.9,$50.00,991.16, 1.22,354,3104, 67%
7.92,1820.28,USD, 0.09%,29.47%,3,24.88%,100 ,https://www.signalstart.com/analysis/blackwave-auto-grid/264041, 1.44, 2.83%,Blackwave Auto Grid,3538.2,$40.00,365.35, 3.29,352,140, 81%
12.23,357118.47,USD Cent, 0.09%,17.41%,1,38.20%,500 ,https://www.signalstart.com/analysis/eafiltergrid-cent/259368, 713.6, 2.64%,EAFILTERGRID CENT,5882.3,$99.00,89852.31, 2.09,351,1156, 66%
6.49,506.67,USD, 0.09%,20.08%,2,20.16%,500 ,https://www.signalstart.com/analysis/for-wd/265445, 8.96, 2.85%,For Wd,-838.7,$50.00,97.82, 1.27,350,198, 70%
19.0,53265.47,GBP, 0.32%,31.72%,1,562.09%,500 ,https://www.signalstart.com/analysis/patience-pays/264885, 469.65, 10.02%,Patience Pays,11913.3,$70.00,22765.47, 2.09,347,1959, 66%
54.0,3429.85,USD, 0.10%,14.93%,3,426.12%,500 ,https://www.signalstart.com/analysis/nightvision-expert-advisor/216881, 230.49, 3.07%,NightVision Expert Advisor,12043.3,$35.00,3424.76, 1.35,348,5144, 69%
14.0,2099.74,USD, 0.18%,17.57%,2,120.11%,500 ,https://www.signalstart.com/analysis/unstoppable-real/270554, 16.25, 5.66%,UNSTOPPABLE real,22470.0,$30.00,1337.77, 3.02,346,970, 77%
35.0,58036.56,EUR, 0.16%,12.42%,3,447.93%,500 ,https://www.signalstart.com/analysis/trading-millimetrico/238315," 1,592.31", 4.80%,Trading Millimetrico,-12647.6,$50.00,45315.92, 1.66,359,36497, 68%
79.0,121172.0,SGD, 0.05%,9.49%,7,222.18%,30 ,https://www.signalstart.com/analysis/thunderbot/39031," 18,329.11", 1.47%,ThunderBot,3376900.4,$30.00,181440.67, 1.61,349,21973, 72%
32.0,6889.09,EUR, 0.29%,45.35%,5,1746.48%,300 ,https://www.signalstart.com/analysis/genion/238978," 1,273.98", 9.16%,GENION,2064941.7,$75.00,1061.9, 0.83,345,25037, 83%
11.02,1113.4,USD, 0.03%,10.70%,8,9.06%,500 ,https://www.signalstart.com/analysis/smart-ai/270684, 3.15, 0.79%,Smart AI,5913.7,$35.00,94.92, 1.31,344,129, 64%
6.72,5127.84,USD, 0.36%,27.03%,1,106.44%,500 ,https://www.signalstart.com/analysis/papeda-ultimate/265736, 48.05, 11.32%,Papeda Ultimate,1038.0,$75.00,2297.84, 2.02,343,935, 61%
26.0,13452.81,USD, 0.10%,18.75%,9,130.83%,500 ,https://www.signalstart.com/analysis/eafiltergrid/259259, 87.84, 3.11%,EAFILTERGRID,11981.1,$99.00,10571.59, 2.03,342,2436, 66%
2.13,33759.9,USD, 0.30%,35.44%,3,20.88%,500 ,https://www.signalstart.com/analysis/minh-tien-bui/271264," 3,665.88", 9.18%,Minh Tien Bui,19500.7,$50.00,2404.4, 3.86,341,421, 81%
3.75,1125.92,USD, 0.11%,15.38%,3,12.64%,500 ,https://www.signalstart.com/analysis/steady-trio-strategy/269790, 4, 3.19%,Steady Trio Strategy,-145.8,$30.00,125.92, 1.48,340,115, 68%
1.82,1975.58,USD, 0.11%,7.61%,7,6.23%,200 ,https://www.signalstart.com/analysis/herocapital/270390, 4.8, 3.30%,HeroCapital,7860.3,$30.00,115.43, 1.13,339,198, 53%
31.0,8566.5,USD, 0.12%,35.16%,2,207.51%,200 ,https://www.signalstart.com/analysis/oilman/237387, 495.16, 3.60%,oilman,52478.7,$50.00,8430.83, 14.03,338,444, 93%
11.92,7168.94,EUR, 0.23%,39.74%,174,124.22%,500 ,https://www.signalstart.com/analysis/agold/270582, 20.16, 6.98%,aGOLD,19312.7,$75.00,5334.94, 2.76,337,111, 81%
10.62,574.92,USD, 0.36%,28.94%,8,213.66%,500 ,https://www.signalstart.com/analysis/ets-swinger/269542, 9.81, 11.32%,ETS Swinger,6902.9,$30.00,587.2, 2.13,336,540, 75%
11.72,5040.19,USD, 0.10%,11.88%,3,44.35%,500 ,https://www.signalstart.com/analysis/ats-2/260716, 26.31, 3.17%,ATS 2,1874.9,$30.00,1155.32, 2.16,335,1496, 71%
7.3,1540.44,USD, 0.39%,26.47%,8,136.84%,500 ,https://www.signalstart.com/analysis/gold-circle/264618, 29.37, 12.49%,Gold Circle,28083.0,$30.00,1081.32, 1.64,334,1231, 84%
14.0,5201.94,USD, 0.11%,17.91%,5,65.89%,500 ,https://www.signalstart.com/analysis/new-zodiac/257172, 65.13, 3.46%,NEW ZODIAC,203691.8,$30.00,4853.91, 2.35,333,2561, 79%
20.0,36726.18,AUD, 0.07%,15.76%,3,56.69%,500 ,https://www.signalstart.com/analysis/kosciuszko-securefx-trader/251581, 93.16, 2.19%,Kosciuszko SecureFX Trader,28927.6,$35.00,12710.83, 2.31,332,3493, 81%
40.0,5077.09,CAD, 0.06%,14.73%,9,105.16%,50 ,https://www.signalstart.com/analysis/soulbrother/207908, 46.99, 1.75%,SoulBrother,-36632.2,$30.00,2407.25, 1.56,331,195, 44%
9.43,143.48,USD, 0.39%,60.72%,9,204.92%,200 ,https://www.signalstart.com/analysis/dragonthurtle/266721, 3.36, 12.51%,DragonThurtle,963.6,$35.00,96.36, 0,330,336, 100%
20.0,5676.51,AUD, 0.08%,13.07%,7,65.76%,500 ,https://www.signalstart.com/analysis/black-mt-by-securefx-trader/249423, 19.04, 2.47%,Black Mt by SecureFX Trader,8625.5,$35.00,2143.22, 2.52,329,1119, 76%
11.46,142689.38,USD, 0.10%,34.26%,3,42.70%,200 ,https://www.signalstart.com/analysis/avaloncar/267211," 1,083", 3.14%,Avaloncar,20285.0,$30.00,42699.15, 1.33,328,179, 61%
5.75,917.65,EUR, 0.25%,21.22%,1,52.94%,500 ,https://www.signalstart.com/analysis/theskyisthelimittrader/268250, 4.94, 7.61%,TheSkyIsTheLimitTrader,264825.3,$30.00,317.65, 1.74,327,209, 68%
7.36,1381.07,EUR, 0.05%,7.52%,6,12.02%,300 ,https://www.signalstart.com/analysis/tradelord-ai-warlord/264658, 3.98, 1.55%,Tradelord AI Warlord,669.7,$99.00,147.3, 1.87,326,259, 70%
7.43,3511.07,USD, 0.56%,38.45%,5,251.11%,200 ,https://www.signalstart.com/analysis/zevo-gold/267010, 13.92, 18.34%,ZEVO GOLD,40575.0,$75.00,2511.07, 2.54,325,226, 82%
7.89,24216.8,EUR, 0.20%,20.18%,4,61.05%,500 ,https://www.signalstart.com/analysis/phoenix-run/267304, 125.42, 6.20%,PHOENIX RUN,12562.1,$99.00,9216.8, 2.05,324,2836, 76%
9.33,61396.52,EUR, 0.64%,38.28%,4,494.45%,500 ,https://www.signalstart.com/analysis/primo/267207," 2,626.89", 20.98%,PRIMO,2244.9,$75.00,51388.09, 1.56,323,5210, 74%
2.26,1051.04,USD, 0.35%,26.40%,4,26.64%,500 ,https://www.signalstart.com/analysis/corr-9pairs-extreme-profit/270182, 5.81, 10.85%,Corr 9Pairs Extreme Profit,2568.1,$49.00,251.04, 1.35,322,581, 70%
20.0,969.01,GBP, 0.10%,12.23%,4,90.31%,500 ,https://www.signalstart.com/analysis/long-term-scalper/255592, 15.62, 3.18%,Long Term Scalper,5668.5,$50.00,639.38, 1.83,321,1427, 83%
11.2,539.57,USD, 0.14%,12.15%,7,57.54%,300 ,https://www.signalstart.com/analysis/nostress/268029, 12.64, 4.13%,NoStress,3307.6,$30.00,248.44, 1.88,320,1218, 79%
11.26,15861.81,SGD, 0.18%,21.93%,2,82.14%,500 ,https://www.signalstart.com/analysis/pure-signals-fx3/261770, 509.03, 5.45%,Pure Signals FX3,1113.2,$50.00,25144.43, 1.68,319,551, 68%
18.0,30558.29,USD, 0.24%,34.46%,9,288.83%,500 ,https://www.signalstart.com/analysis/multiwaystrait-mt5-roboforex/261337, 223.31, 7.52%,MultiWayStrait MT5 Roboforex,4766.6,$50.00,15261.46, 2.32,318,481, 69%
12.89,11328.89,USD, 0.08%,11.71%,2,34.61%,500 ,https://www.signalstart.com/analysis/vincent-v-5/266109, 63.67, 2.30%,VINCENT V 5,24187.6,$48.00,3228.24, 2.11,317,3921, 75%
2.13,1345.41,USD, 0.63%,50.26%,2,49.54%,400 ,https://www.signalstart.com/analysis/golden-game/269877, 4.4, 20.48%,GOLDEN GAME,44541.0,$30.00,445.41, 1.67,316,440, 86%
5.56,1588.37,USD, 0.10%,11.94%,1,18.62%,200 ,https://www.signalstart.com/analysis/alphaprofit/268960, 3.59, 3.10%,AlphaProfit,1906.2,$30.00,264.43, 2.1,315,269, 76%
7.69,931.36,AUD, 0.25%,17.12%,9,79.54%,500 ,https://www.signalstart.com/analysis/xponential-fx/266629, 5.37, 7.87%,Xponential FX,5817.9,$50.00,956.53, 1.95,314,325, 62%
14.0,1912.72,USD, 0.15%,25.59%,7,90.73%,500 ,https://www.signalstart.com/analysis/cnhn-best/260590, 56.19, 4.48%,CNHN Best,7522.8,$35.00,374.63, 1.21,313,1127, 67%
13.0,11446.71,USD, 0.07%,10.49%,4,31.99%,500 ,https://www.signalstart.com/analysis/clinton-1/266111, 38.47, 2.06%,CLINTON 1,16777.6,$48.00,2256.49, 2.43,312,2614, 78%
18.0,1080.1,USD, 0.41%,79.65%,2,898.81%,500 ,https://www.signalstart.com/analysis/automax8/267631, 4.91, 13.08%,AUTOMAX8,1111.6,$100.00,964.1, 8.14,311,50, 82%
6.69,600.04,USD, 0.09%,5.31%,4,20.62%,100 ,https://www.signalstart.com/analysis/oil-zone-trade/267823, 2.7, 2.83%,OIL Zone Trade,10946.0,$30.00,102.72, 3.11,310,61, 74%
7.26,1000.43,USD, 0.81%,64.45%,5,481.15%,200 ,https://www.signalstart.com/analysis/automatic-vn50/267254, 27.79, 27.29%,Automatic VN50,14279.0,$75.00,1948.84, 1.73,309,1673, 58%
14.0,380334.53,USD, 0.41%,32.76%,4,492.30%,50 ,https://www.signalstart.com/analysis/forexn3/270928," 7,154.01", 13.06%,FOREXN3,8925.2,$45.00,320741.44, 2.08,308,6541, 73%
8.16,509.15,USD, 0.41%,42.38%,10,172.77%,200 ,https://www.signalstart.com/analysis/star-light/264781, 3.67, 13.03%,Star light,2431.7,$30.00,462.75, 3.85,307,242, 77%
5.16,19711.73,USD, 0.50%,28.94%,9,115.19%,500 ,https://www.signalstart.com/analysis/ro-trading/271515, 74.44, 15.90%,Ro Trading,9405.8,$100.00,7282.63, 2.37,306,1048, 74%
18.0,9123.5,USD, 0.32%,38.93%,54,486.27%,200 ,https://www.signalstart.com/analysis/htraders/251001, 872.4, 10.04%,Htraders,20456.0,$50.00,5146.78, 24.73,305,379, 91%
47.0,701.68,USD, 0.09%,37.35%,6,259.26%,100 ,https://www.signalstart.com/analysis/khanh-hoa/268634, 1.9, 2.71%,Khanh Hoa,5233.0,$30.00,506.35, 3.23,304,177, 56%
11.16,13240.2,USD, 0.15%,9.13%,2,67.24%,500 ,https://www.signalstart.com/analysis/wind-mount/269634, 155.07, 4.70%,Wind Mount,12695.7,$30.00,6598.13, 1.61,303,1377, 72%
2.3,11276.0,EUR, 0.17%,12.45%,4,12.76%,500 ,https://www.signalstart.com/analysis/scalper-crow-xauusd/269621, 39.24, 5.30%,Scalper Crow XAUUSD,28497.7,$30.00,1276.0, 1.69,302,368, 89%
4.85,1612.16,USD, 0.40%,23.67%,8,78.56%,500 ,https://www.signalstart.com/analysis/gr-extreme/267305, 15.69, 12.58%,GR Extreme,113900.3,$50.00,938.01, 1.53,301,1097, 77%
1.85,109.37,USD, 0.16%,7.75%,9,9.37%,500 ,https://www.signalstart.com/analysis/skyline-x-smitefx/270018, 1.39, 4.85%,Skyline x SmiteFX,964.0,$30.00,9.37, 1.2,300,139, 45%
26.0,24503.14,USD, 0.11%,10.55%,4,145.03%,500 ,https://www.signalstart.com/analysis/best-forex-trader/252427, 76.67, 3.39%,Best Forex Trader,15597.0,$80.00,14503.14, 3.05,299,1084, 72%
45.0,3839.1,GBP, 0.06%,10.03%,8,134.90%,100 ,https://www.signalstart.com/analysis/xauusd-breakout/257584, 53.44, 1.89%,XAUUSD Breakout,30308.0,$30.00,2127.48, 1.86,298,1703, 72%
12.03,67791.64,USD, 0.41%,34.59%,1,345.98%,500 ,https://www.signalstart.com/analysis/solar-wind/266062, 440.92, 13.01%,Solar wind,16897.2,$40.00,56414.89, 1.95,297,2381, 68%
7.23,447.18,USD, 0.37%,20.23%,8,123.37%,500 ,https://www.signalstart.com/analysis/systema/266772, 0.98, 11.71%,Systema,9644.9,$65.00,247.18, 10.12,296,71, 86%
9.49,386.6,USD, 0.20%,27.26%,1,75.93%,200 ,https://www.signalstart.com/analysis/alphastat-diviner/270136, 1.5, 6.11%,AlphaSTAT Diviner,1293.0,$50.00,205.53, 1.69,295,107, 75%
8.02,11998.77,USD, 0.10%,10.36%,9,26.83%,200 ,https://www.signalstart.com/analysis/swiiingtradez/266375, 7.34, 3.01%,SwiiingTradez,4468.4,$30.00,943.56, 2.15,294,132, 78%
1.07,865.82,USD, 0.28%,16.74%,6,9.30%,400 ,https://www.signalstart.com/analysis/dumai1122/270730, 0.6, 8.48%,Dumai1122,2406.0,$30.00,68.96, 3.11,293,23, 96%
2.89,1166.06,EUR, 0.14%,13.26%,4,12.88%,30 ,https://www.signalstart.com/analysis/forex-mastery-plan/270792, 1.06, 4.23%,Forex Mastery Plan,4634.7,$30.00,133.06, 1.3,292,25, 48%
4.3,1064.91,USD, 0.15%,16.81%,7,20.75%,500 ,https://www.signalstart.com/analysis/p10-ex266/267420, 3.78, 4.45%,P10 EX266,865.8,$30.00,223.94, 2.18,290,231, 82%
9.95,3476.08,USD, 0.73%,72.55%,1,781.42%,500 ,https://www.signalstart.com/analysis/archie/264383, 91.37, 24.33%,ARCHIE,3758.6,$35.00,4556.64, 1.99,291,3283, 71%
8.92,1121.11,EUR, 0.04%,7.78%,9,12.11%,500 ,https://www.signalstart.com/analysis/parker-profit-predictor/266118, 0.8, 1.28%,Parker Profit Predictor,1835.0,$30.00,121.11, 3.84,289,80, 80%
8.95,2479.55,USD, 0.53%,50.77%,2,311.40%,100 ,https://www.signalstart.com/analysis/nasa/267044, 87.55, 17.03%,NASA,1378.6,$30.00,2410.57, 1.7,288,5519, 71%
9.07,10555.54,USD, 0.34%,21.82%,1,153.96%,500 ,https://www.signalstart.com/analysis/bfx-survival-sistem-ea/263106, 112.81, 10.79%,BFX Survival Sistem EA,3960.0,$75.00,3977.22, 1.72,287,3924, 72%
16.0,20094.05,EUR, 0.05%,2.13%,7,27.99%,500 ,https://www.signalstart.com/analysis/mrst-low-risk/264938, 284.34, 1.52%,MRST Low Risk,132899.5,$30.00,4438.95, 1.93,285,2910, 72%
4.85,157.57,USD, 0.31%,18.26%,9,57.57%,100 ,https://www.signalstart.com/analysis/ahg-bright-futures/270010, 0.5, 9.74%,AHG Bright Futures,597.3,$58.00,57.57, 1.93,284,50, 70%
16.0,19122.97,AUD, 0.13%,20.15%,2,92.44%,500 ,https://www.signalstart.com/analysis/kosciuszko-hr-securefxtrader/255894, 78.45, 3.98%,Kosciuszko HR SecureFXTrader,23577.7,$65.00,9206.15, 2.28,282,2877, 81%
6.56,12436.35,EUR, 0.47%,34.95%,3,154.13%,500 ,https://www.signalstart.com/analysis/fxt-armin/270192, 45.51, 15.20%,Fxt Armin,7270.3,$75.00,8840.74, 2.52,281,248, 83%
14.0,4550.22,USD, 0.76%,56.49%,4,2744.03%,200 ,https://www.signalstart.com/analysis/dvzdhmrt/258927, 77.65, 25.53%,dvzdhmrt,5722.3,$75.00,6560.22, 3.94,280,774, 73%
26.0,1877.51,USD, 0.08%,11.73%,3,87.67%,500 ,https://www.signalstart.com/analysis/money-game/255484, 14.62, 2.36%,Money game,10256.6,$30.00,877.51, 2.5,279,1236, 90%
10.85,32734.47,EUR, 0.07%,4.35%,8,26.24%,500 ,https://www.signalstart.com/analysis/eurofx84/261065, 534.18, 2.16%,EUROFX84,-19339.6,$30.00,12928.03, 1.48,283,24047, 69%
8.39,28947.75,USD, 0.48%,35.13%,8,237.98%,500 ,https://www.signalstart.com/analysis/steady-income-medr/265245, 132.43, 15.55%,Steady Income MedR,18747.0,$60.00,17647.75, 4.04,278,2756, 73%
5.1,5784.19,USD, 0.09%,18.53%,1,13.98%,500 ,https://www.signalstart.com/analysis/fx-destiny/267027, 14.65, 2.58%,FX DESTINY,5427.4,$30.00,751.45, 4.71,277,537, 91%
1.46,51588.67,USC Cent, 0.53%,31.62%,3,26.33%,500 ,https://www.signalstart.com/analysis/invest-500usd/271016, 325.75, 16.95%,INVEST 500USD,5389.3,$50.00,12975.04, 2.12,276,1249, 72%
9.52,3424.01,USD, 0.35%,13.28%,2,174.21%,500 ,https://www.signalstart.com/analysis/eurusd-good-safe-return/263261, 48.7, 11.13%,EURUSD GOOD AND SAFE RETURN,-590.8,$50.00,1883.01, 1.91,275,2845, 72%
9.36,8657.1,USD, 0.20%,28.92%,21,73.14%,500 ,https://www.signalstart.com/analysis/profit-hammer/268411, 18.62, 6.02%,Profit Hammer,8310.1,$59.00,3657.1, 4.27,274,395, 79%
11.36,4332.64,USD, 0.23%,30.44%,4,121.63%,500 ,https://www.signalstart.com/analysis/moh-afandi/264912, 19.28, 7.23%,Moh afandi,1995.2,$50.00,2409.64, 2.13,272,161, 73%
17.0,5416.83,USD, 0.16%,23.18%,5,137.98%,500 ,https://www.signalstart.com/analysis/fx-enterprise/254405, 236.44, 5.01%,FX Enterprise,21607.3,$30.00,7127.63, 2.87,273,2875, 92%
22.0,255.38,USD, 0.14%,54.94%,9,153.95%,500 ,https://www.signalstart.com/analysis/sigma-pamm-x1/258556, 4.46, 4.14%,SIGMA PAMM X1,2369.6,$30.00,243.29, 0,271,404, 100%
10.2,317013.11,USD, 0.22%,21.44%,4,97.26%,500 ,https://www.signalstart.com/analysis/os-trade-mood/261850," 1,548.49", 6.87%,OS Trade Mood,887.2,$30.00,164551.59, 2.66,270,2290, 71%
3.72,1496.27,USD, 0.20%,25.33%,4,25.46%,500 ,https://www.signalstart.com/analysis/euroswing/270129, 9.89, 6.22%,EuroSwing,1321.4,$49.00,271.43, 1.57,269,556, 69%
8.95,4193.14,USD, 0.60%,65.70%,3,398.87%,500 ,https://www.signalstart.com/analysis/moneytree-scalper/269803, 83.39, 19.57%,MONEYTREE SCALPER,-1108.3,$100.00,3521.01, 1.68,268,3298, 72%
14.0,2367.74,USD, 0.75%,65.75%,6,2644.69%,200 ,https://www.signalstart.com/analysis/pnjhft/258935, 88.79, 25.16%,pnjhft,5309.9,$75.00,5631.74, 3.25,266,889, 73%
22.0,15356.41,GBP, 0.22%,10.59%,1,346.55%,500 ,https://www.signalstart.com/analysis/smart-forex-ai/264080, 673.4, 6.83%,Smart Forex Ai,2731.7,$70.00,19376.58, 1.91,267,25764, 73%
17.0,13828.4,EUR, 0.42%,15.01%,4,847.65%,500 ,https://www.signalstart.com/analysis/cc-invest-run/256700, 381.19, 13.26%,CC INVEST RUN,36519.4,$189.00,27581.4, 1.8,265,15465, 73%
5.79,2089.27,EUR, 0.18%,15.83%,4,37.27%,500 ,https://www.signalstart.com/analysis/audcad-pro/268552, 13.51, 5.59%,AUDCAD PRO,1925.5,$75.00,679.94, 2.26,264,808, 73%
1.85,7041.12,PLN, 0.42%,27.12%,8,26.73%,100 ,https://www.signalstart.com/analysis/themoonladder/270012, 6.8, 13.33%,TheMoonLadder,7989.5,$30.00,1261.12, 2.61,263,581, 87%
6.69,14581.03,EUR, 0.59%,55.86%,3,224.45%,500 ,https://www.signalstart.com/analysis/italian-trader/265136, 140.07, 19.12%,italian trader,8807.8,$30.00,9581.03, 2.27,262,1401, 70%
7.89,267.17,USD, 0.41%,31.79%,4,161.40%,500 ,https://www.signalstart.com/analysis/blexen/267154, 0.6, 12.89%,Blexen,6204.3,$39.00,161.43, 10,261,60, 87%
3.72,1628.34,USD, 0.13%,11.65%,5,15.57%,500 ,https://www.signalstart.com/analysis/euro-buster/271207, 4.78, 3.92%,Euro Buster,473.2,$30.00,219.34, 1.83,260,315, 68%
5.3,1462.17,USD, 0.60%,46.27%,9,156.97%,500 ,https://www.signalstart.com/analysis/sg3400v2/266698, 3.88, 19.39%,SG3400v2,839.1,$50.00,734.25, 3.79,259,121, 72%
5.56,4130.53,CAD, 0.23%,19.21%,1,47.31%,500 ,https://www.signalstart.com/analysis/eurusd-hedge-expert/266848, 15.15, 7.17%,EURUSD Hedge Expert,652.5,$40.00,1330.32, 2.05,258,626, 70%
4.03,561923.47,USD, 0.10%,8.62%,4,12.38%,100 ,https://www.signalstart.com/analysis/forexn2/270742," 1,273.67", 2.92%,FOREXN2,771.0,$35.00,61923.47, 1.87,257,541, 72%
17.0,3116.16,EUR, 0.15%,12.33%,4,117.53%,500 ,https://www.signalstart.com/analysis/reb-pb-3k/266355, 42.22, 4.44%,REB PB 3k,6576.9,$60.00,2413.4, 1.94,255,2712, 74%
18.0,1216.55,EUR, 0.27%,22.01%,2,347.02%,500 ,https://www.signalstart.com/analysis/tireless-money-maker/251239, 69.22, 8.56%,Tireless money maker,11001.1,$52.00,4066.48, 1.88,256,5380, 81%
6.02,1587.17,USD, 0.03%,3.29%,6,5.81%,500 ,https://www.signalstart.com/analysis/trade-balance-builder/266688, 2.21, 0.94%,Trade Balance Builder,876.9,$30.00,87.17, 3.26,254,132, 95%
2.2,51299.75,EUR, 0.10%,2.18%,5,6.53%,500 ,https://www.signalstart.com/analysis/fi-target-manager-services/271128, 49.5, 2.88%,Fi Target Manager Services,3074.1,$30.00,3208.0, 1.83,253,1236, 77%
