age,balance,currency,daily,drawdown,expectancy,gain,leverage,link,lots,monthly,name,pips,price,profit,profit_factor,rank,trades,won
49.0,10105.99,USD, 0.26%,53.92%,9,4938.61%,500 ,https://www.signalstart.com/analysis/qiwix-tm-sn/243353, 651.82, 8.21%,QiwiX TM SN,-16877.5,$30.00,28831.28, 1.72,636,4310, 58%
19.0,35114.67,USD, 0.11%,47.41%,9,92.11%,500 ,https://www.signalstart.com/analysis/pristineon-hedge23/252263, 135.65, 3.38%,PRISTINEON HEDGE23,198564.7,$75.00,17114.67, 1.99,637,10501, 75%
51.0,18137.33,USD, 0.11%,32.91%,5,460.93%,500 ,https://www.signalstart.com/analysis/fxsumo-diversified-portfolio/153669, 997.01, 3.39%,FXSUMO Diversified Portfolio,188997.2,$50.00,14834.0, 1.17,641,29197, 72%
45.0,7217.35,USD, 0.11%,42.16%,1,387.00%,500 ,https://www.signalstart.com/analysis/turtle-safe/179002," 1,180.7", 3.47%,Turtle Safe,18398.0,$30.00,8845.95, 1.08,635,3038, 73%
20.0,4155.57,USD, 0.24%,67.83%,7,369.63%,500 ,https://www.signalstart.com/analysis/fast-scalper-eu/249109, 92.8, 7.58%,Fast Scalper EU,1262.5,$30.00,4029.87, 1.98,634,1887, 57%
14.0,140.3,USD, 0.02%,13.27%,1,8.23%,500 ,https://www.signalstart.com/analysis/buda/269957, 2.44, 0.55%,Buda,246.3,$35.00,3.41, 1.05,633,224, 56%
20.0,2772.76,USD, 0.29%,78.05%,5,514.43%,500 ,https://www.signalstart.com/analysis/sri/248698, 96.29, 8.96%,Sri,955.7,$30.00,3835.18, 1.94,632,1879, 57%
37.0,3197.97,USD, 0.11%,62.03%,4,260.16%,500 ,https://www.signalstart.com/analysis/artemis-nd/226167, 52.3, 3.44%,Artemis ND,37503.5,$38.00,2539.62, 1.41,631,1235, 74%
3.36,55025.73,USC Cent, 0.19%,72.47%,5,21.32%,500 ,https://www.signalstart.com/analysis/lucky-777/268901, 481.43, 5.86%,Lucky 777,4552.9,$49.00,15025.73, 1.52,630,9692, 73%
41.0,699.09,USD, 0.09%,83.82%,8,229.00%,500 ,https://www.signalstart.com/analysis/dsfx-first-market/237662, 95.91, 2.86%,DSFX First Market,94801.3,$30.00,1004.38, 1.18,629,1794, 68%
5.36,418.88,USD, 0.08%,60.75%,3,12.88%,200 ,https://www.signalstart.com/analysis/kratos-by-thunder/267321, 8.93, 2.27%,Kratos by Thunder,95.7,$75.00,79.76, 1.11,628,368, 71%
13.0,1089.01,EUR, 0.07%,69.29%,7,35.38%,30 ,https://www.signalstart.com/analysis/moderate-growth-cash-flow/257699, 22.38, 2.23%,MODERATE GROWTH CASH FLOW,2646.2,$30.00,337.54, 1.26,627,1534, 87%
14.0,14916.79,USD, 0.22%,57.52%,6,170.25%,500 ,https://www.signalstart.com/analysis/ea-vladmend/260735, 134.32, 6.87%,EA vladmend,-21127.4,$30.00,12256.52, 2.31,626,3186, 67%
12.13,281.34,USD, 0.27%,54.34%,9,168.26%,500 ,https://www.signalstart.com/analysis/genzet/260830, 0.77, 8.45%,Genzet,9946.6,$35.00,172.4, 7.46,624,76, 89%
79.0,23080.24,USD, 0.08%,84.98%,6,686.69%,500 ,https://www.signalstart.com/analysis/mercurius/168264, 152.06, 2.58%,Mercurius,189169.3,$49.00,16493.12, 4.56,625,11399, 86%
26.0,5398.98,USD, 0.16%,63.26%,6,258.49%,500 ,https://www.signalstart.com/analysis/papeda-168/242592," 3,625.7", 4.80%,Papeda 168,-1320.4,$38.00,86942.88, 1.45,622,2356, 57%
67.0,10277.24,USD, 0.19%,79.59%,3,4442.75%,200 ,https://www.signalstart.com/analysis/iminwarn/206235," 1,616.21", 5.73%,Iminwarn,368301.1,$50.00,223829.2, 56.21,623,2870, 97%
13.0,2246.4,USD, 0.10%,87.68%,8,50.21%,500 ,https://www.signalstart.com/analysis/kur-bri2000/262460, 78.49, 3.08%,KUR BRI2000,22230.0,$40.00,1233.4, 1.33,621,2863, 89%
66.0,2941.51,USD, 0.10%,55.64%,8,678.84%,500 ,https://www.signalstart.com/analysis/night-hawk/54418, 58.53, 3.10%,Night Hawk,20953.2,$35.00,4126.51, 1.77,620,3594, 75%
23.0,257.26,USD, 0.53%,62.12%,3,4044.59%,500 ,https://www.signalstart.com/analysis/paradisewaymt4/254475, 14.42, 17.05%,ParadiseWayMT4,5983.2,$30.00,1157.26, 2.96,619,823, 77%
39.0,661.71,AUD, 0.40%,75.79%,9,10815.60%,500 ,https://www.signalstart.com/analysis/r-factor-extended/256152, 115.77, 12.61%,R FACTOR EXTENDED,5806.2,$30.00,561.71, 1.17,618,6533, 65%
35.0,2481.57,AUD, 0.12%,32.02%,5,249.73%,500 ,https://www.signalstart.com/analysis/clover/250411, 129.17, 3.59%,Clover,2177.8,$49.00,1508.72, 1.53,617,871, 70%
2.85,1313.83,EUR, 0.06%,58.18%,4,4.98%,500 ,https://www.signalstart.com/analysis/af-global/269615, 3.88, 1.69%,AF Global,-1708.9,$30.00,263.83, 1.7,616,165, 59%
31.0,5209.7,USD, 0.03%,44.94%,9,30.44%,100 ,https://www.signalstart.com/analysis/forecaster-evolution/252247," 13,704.34", 0.84%,Forecaster Evolution,-15050.9,$35.00,1723.15, 1.03,615,1387, 46%
17.0,10055.58,USD, 0.13%,64.01%,5,100.73%,500 ,https://www.signalstart.com/analysis/asterysc/264632, 114.76, 4.01%,Asterysc,3473.3,$75.00,7552.86, 1.84,614,7518, 72%
99.0,1184.49,USD, 0.04%,31.29%,5,266.13%,500 ,https://www.signalstart.com/analysis/firmum-fiduciam-motus/32690, 133.94, 1.30%,Firmum Fiduciam Motus,9097.1,$55.00,386.49, 1.07,613,6120, 75%
26.0,19324.33,USD, 0.40%,46.04%,1,2491.81%,500 ,https://www.signalstart.com/analysis/5star/219587," 17,185.1", 12.67%,5Star,3932070.0,$75.00,1023.44, 1.13,612,50355, 80%
6.23,12769.04,USC Cent, 0.13%,62.72%,5,27.69%,400 ,https://www.signalstart.com/analysis/gas-station-mmtfx/269422, 119.29, 3.98%,Gas Station MMTFX,-813007.5,$50.00,2769.04, 1.25,611,2300, 56%
20.0,41607.57,USD, 0.08%,43.80%,4,66.89%,100 ,https://www.signalstart.com/analysis/lab-multiscalper/250957, 347.18, 2.50%,Lab Multiscalper,18710.4,$50.00,16688.75, 1.54,610,13358, 90%
21.0,177934.75,EUR, 0.31%,78.39%,7,620.33%,500 ,https://www.signalstart.com/analysis/investup/247766," 7,447.93", 9.72%,INVESTUP,1172098.9,$30.00,93291.18, 1.25,609,9253, 71%
11.59,30220.53,CAD, 0.33%,64.74%,3,215.80%,500 ,https://www.signalstart.com/analysis/marketeia/260573, 221.01, 10.40%,Marketeia,-51474.9,$30.00,13645.17, 1.59,608,1757, 67%
48.33,200.0,USD, 0.08%,37.51%,6,229.27%,300 ,https://www.signalstart.com/analysis/tio-billions/239111, 160.52, 2.46%,TIO Billions,17418.5,$30.00,8667.65, 1.95,607,3101, 74%
8.79,3029.13,USD, 0.15%,35.53%,3,47.21%,200 ,https://www.signalstart.com/analysis/uae-traderforex/265846, 29, 4.48%,UAE TRADERFOREX,10256.6,$30.00,944.79, 1.6,606,769, 69%
5.52,11992.22,EUR, 0.31%,71.72%,7,67.43%,500 ,https://www.signalstart.com/analysis/gni-risk-1/266609, 63.09, 9.71%,GNI Risk 1,4722.8,$75.00,2796.69, 1.53,604,486, 74%
32.0,76933.12,EUR, 0.12%,46.15%,8,214.32%,500 ,https://www.signalstart.com/analysis/actinvest/251454," 1,163.58", 3.51%,ActInvest,959748.1,$68.00,48620.8, 1.63,605,11180, 71%
10.92,5980.56,EUR, 0.13%,78.94%,9,53.27%,500 ,https://www.signalstart.com/analysis/jo-profit-jr-500/261035, 143.25, 3.97%,Jo Profit JR 500,12781.0,$69.00,3379.56, 1.24,603,6786, 72%
17.0,3287.35,USD, 0.30%,70.85%,2,407.31%,500 ,https://www.signalstart.com/analysis/doutor-ricco-nasdaq/265342, 130.86, 9.41%,Doutor Ricco NASDAQ,2553727.0,$30.00,2270.98, 2.31,602,3125, 81%
7.1,212.12,USD, 0.26%,53.74%,8,73.37%,500 ,https://www.signalstart.com/analysis/lowriskbd/265443, 23.6, 8.03%,LowRiskBD,12096.4,$35.00,251.17, 1.12,600,1125, 67%
17.0,3590.94,USD, 0.36%,65.15%,3,593.87%,500 ,https://www.signalstart.com/analysis/af-dr-scalper-pro-plus/264427, 56.27, 11.26%,AF DR Scalper Pro Plus,15232.6,$79.00,3052.94, 1.55,599,4683, 71%
4.2,147.42,USD, 0.01%,36.45%,1,1.67%,200 ,https://www.signalstart.com/analysis/binex-fx/268027, 20.48, 0.39%,BINEX FX,30.6,$30.00,26.28, 1.01,598,298, 52%
29.0,200776.04,USD, 0.17%,52.10%,7,343.15%,500 ,https://www.signalstart.com/analysis/nasdaq-max-profit/238530, 580.96, 5.16%,Nasdaq max profit,6690.0,$75.00,163378.73, 1.55,597,2467, 87%
82.0,2190.53,EUR, 0.10%,33.00%,4,1038.90%,500 ,https://www.signalstart.com/analysis/fiftypercentthousandeur/265772, 30.62, 2.96%,FiftyPercentThousandEUR,15330.1,$30.00,3918.13, 3.1,596,2833, 84%
24.85,1349.65,USD, 0.29%,64.17%,1,825.72%,500 ,https://www.signalstart.com/analysis/everlinefx/259972, 19.93, 9.22%,EverLineFX,13197.2,$40.00,1780.96, 2.36,595,1313, 63%
6.26,1392.78,USD, 0.52%,16.26%,3,167.16%,500 ,https://www.signalstart.com/analysis/pattern-recognition-engine/268107, 12.03, 16.90%,Pattern Recognition Engine,482.8,$30.00,1341.54, 2.09,594,77, 64%
17.0,936.57,USD, 0.27%,67.63%,7,331.73%,500 ,https://www.signalstart.com/analysis/new2000-mt4-roboforex/253790, 7.28, 8.44%,NEW2000 MT4 Roboforex,5091.3,$50.00,632.46, 2.88,593,478, 75%
22.0,20040.56,USD, 0.26%,37.42%,7,489.34%,500 ,https://www.signalstart.com/analysis/pacific-acceleration/261676, 666.06, 7.96%,Pacific Acceleration,5195.5,$80.00,36337.81, 2.44,590,746, 75%
50.0,526.57,USD, 0.06%,14.62%,6,142.07%,500 ,https://www.signalstart.com/analysis/dreamcatcherfx/151063, 101.91, 1.75%,DreamcatcherFX,8199.1,$40.00,489.69, 1.18,591,4996, 77%
58.0,1619.78,EUR, 0.21%,36.18%,7,3762.33%,500 ,https://www.signalstart.com/analysis/scalp-ic-markets/204502, 144.86, 6.36%,Scalp IC Markets,4686.2,$49.00,1690.25, 2.14,589,1281, 75%
19.0,5423.36,USD, 0.32%,36.32%,13,595.75%,500 ,https://www.signalstart.com/analysis/allstarsfx/250244, 32.99, 10.12%,AllStarsFx,31856.8,$100.00,4927.77, 2.13,588,2450, 71%
21.0,2713.49,AUD, 0.50%,100.00%,3,2379.15%,500 ,https://www.signalstart.com/analysis/jfkforex-icmarket-au/251808, 79.03, 16.11%,JFKForex ICMarket AU,35046.9,$60.00,2081.13, 1.37,587,6628, 67%
42.0,4955.48,EUR, 0.08%,37.14%,5,180.21%,500 ,https://www.signalstart.com/analysis/icmarketscross/266975, 98.64, 2.40%,ICMARKETSCROSS,15847.9,$30.00,5348.52, 1.84,585,2899, 84%
19.0,21425.02,USD, 0.31%,62.00%,1,506.24%,500 ,https://www.signalstart.com/analysis/miki-cat/252089, 316.58, 9.74%,Miki Cat,7592.5,$30.00,13911.72, 2.01,586,7887, 71%
4.43,100.08,USD, 0.00%,20.37%,8,0.08%,500 ,https://www.signalstart.com/analysis/its-gold-time/268346, 0.99, 0.02%,Its GOLD Time,871.0,$30.00,0.08, 1,584,99, 57%
21.0,957.27,USD, 0.20%,36.17%,3,276.56%,500 ,https://www.signalstart.com/analysis/smart-grid-fx/256837, 12.87, 6.30%,Smart Grid FX,3314.3,$75.00,540.27, 1.81,583,1010, 77%
5.85,6668.17,USD, 0.18%,40.26%,2,38.00%,50 ,https://www.signalstart.com/analysis/xuelin-yuan/269622, 169.47, 5.62%,Xuelin Yuan,1814.8,$30.00,7219.66, 1.36,582,435, 58%
5.13,904.02,EUR, 0.39%,72.05%,6,81.69%,500 ,https://www.signalstart.com/analysis/easypip80/268143, 8.09, 12.27%,easypip80,3435.4,$30.00,354.02, 1.49,580,744, 72%
14.0,4463.26,USD, 0.39%,69.42%,2,426.64%,500 ,https://www.signalstart.com/analysis/ai-invest/260080, 54.46, 12.27%,AI Invest,12054.2,$68.00,4897.58, 2.7,579,987, 69%
53.0,54627.49,USD, 0.09%,74.13%,7,365.88%,500 ,https://www.signalstart.com/analysis/diva/254853, 282, 2.86%,Diva,2471.7,$35.00,43056.94, 2.63,578,370, 78%
6.72,131.83,USD, 0.02%,31.34%,2,3.08%,30 ,https://www.signalstart.com/analysis/exogain/265090, 2.84, 0.45%,EXOGAIN,-332.9,$85.00,5.18, 0.99,577,284, 59%
18.0,1615.12,USD, 0.42%,60.11%,5,969.69%,500 ,https://www.signalstart.com/analysis/morning-scalp/252147, 24.71, 13.54%,Morning Scalp,5397.0,$30.00,1233.44, 2.67,576,722, 85%
14.0,3312.98,USD, 0.20%,21.13%,8,142.74%,500 ,https://www.signalstart.com/analysis/institutional-hedge-n-swing/257177, 7.65, 6.02%,Institutional Hedge n Swing,19014.2,$500.00,1462.98, 2,575,617, 80%
10.75,2542.77,USD, 0.31%,53.20%,8,173.53%,500 ,https://www.signalstart.com/analysis/unstoppable-trader/267078, 148.09, 9.77%,Unstoppable Trader,2452.2,$30.00,6921.65, 2.11,574,884, 74%
48.85,2111.46,USD, 0.33%,54.19%,1,12830.43%,500 ,https://www.signalstart.com/analysis/ophiuchus/182607, 278.46, 10.31%,Ophiuchus,-1862.2,$40.00,10886.37, 1.79,581,16840, 74%
9.95,1268.43,EUR, 0.62%,57.63%,4,534.21%,500 ,https://www.signalstart.com/analysis/eurodancer/264353, 46.38, 20.30%,Eurodancer,-3249.1,$30.00,1068.43, 1.41,572,969, 65%
18.0,7055.78,USD, 0.23%,51.55%,2,271.87%,500 ,https://www.signalstart.com/analysis/pro-forex-copier/250666, 236.17, 7.20%,Pro Forex Copier,34490.8,$60.00,6340.68, 1.95,573,8245, 91%
15.0,1712.79,USD, 0.11%,26.08%,8,68.21%,500 ,https://www.signalstart.com/analysis/thornyway-without-martin/254871, 11.89, 3.31%,ThornyWay Without Martin,4378.7,$50.00,699.57, 2.1,571,448, 75%
41.0,7851.76,USD, 0.29%,76.46%,14,3571.35%,500 ,https://www.signalstart.com/analysis/littlecrazy-mt5/249455, 92.42, 8.95%,LittleCrazy MT5,8893.7,$50.00,8244.96, 2.98,570,635, 77%
23.0,76219.89,USD, 1.11%,44.77%,8,220555.04%,500 ,https://www.signalstart.com/analysis/mathematicaltrader/261314, 712.52, 39.17%,MathematicalTrader,-9475.4,$60.00,40926.5, 1.51,569,11666, 49%
25.0,2391583.51,USD, 0.27%,83.70%,4,713.89%,500 ,https://www.signalstart.com/analysis/r47-v6-6e-since-may/259746," 26,992.49", 8.31%,R47 V6 6E SINCE MAY 2022,37582.6,$100.00,4055007.58, 2.79,567,15469, 73%
29.0,2076.38,USD, 0.61%,59.73%,7,24601.77%,500 ,https://www.signalstart.com/analysis/december/237906, 118.67, 19.97%,December,1933.1,$36.00,5176.38, 1.84,568,2652, 58%
22.0,606.01,AUD, 0.03%,22.07%,9,23.61%,500 ,https://www.signalstart.com/analysis/fxqu-steel/265150, 17.97, 0.92%,FXQU Steel,1984.6,$250.00,106.01, 1.05,566,1041, 69%
15.0,1713.21,USD, 0.11%,25.57%,8,69.70%,500 ,https://www.signalstart.com/analysis/thornyway-without-martin-mt5/261339, 11.84, 3.38%,ThornyWay Without Martin MT5,4396.7,$50.00,700.31, 2.11,565,447, 75%
82.0,2100.13,EUR, 0.06%,32.46%,9,338.58%,500 ,https://www.signalstart.com/analysis/statistical-probability/252829, 43, 1.78%,statistical probability,20564.8,$30.00,2931.03, 2.01,564,3497, 84%
17.0,30275.6,USD, 0.31%,72.05%,8,433.61%,500 ,https://www.signalstart.com/analysis/multiwaystrait-mt4-roboforex/253791, 531.11, 9.72%,MultiWayStrait MT4 RoboForex,8888.5,$50.00,47538.99, 2.57,563,824, 75%
6.13,109.24,USD, 0.43%,25.01%,6,119.16%,500 ,https://www.signalstart.com/analysis/night-trade-only-icm-ecn/268414, 3.87, 13.59%,Night trade only ICM ECN,429.8,$50.00,59.41, 1.71,562,119, 68%
36.59,5646.33,USD, 0.07%,38.51%,6,122.01%,500 ,https://www.signalstart.com/analysis/3scalpers/232060, 784.94, 2.17%,3scalpers,8263.2,$55.00,4351.19, 1.17,560,3178, 71%
90.0,193663.84,USD, 0.19%,48.98%,7,17405.35%,500 ,https://www.signalstart.com/analysis/trading-s-capital/153606," 7,898.63", 5.82%,Trading S Capital,58188.6,$50.00,720625.69, 3.02,561,5992, 81%
6.03,2033.47,USD, 0.53%,48.56%,6,160.64%,500 ,https://www.signalstart.com/analysis/tradein/267152, 34.46, 17.13%,TradeIn,36486.8,$60.00,2077.47, 1.61,559,783, 75%
12.85,4516.3,USD, 0.41%,63.66%,1,400.85%,500 ,https://www.signalstart.com/analysis/february/259075, 175.19, 13.13%,February,230.4,$36.00,5913.24, 1.68,558,3182, 56%
38.0,25055.19,CHF, 0.16%,61.42%,8,564.97%,30 ,https://www.signalstart.com/analysis/monte-aurum/267294," 6,136.57", 5.02%,MONTE AURUM,1676890.0,$30.00,22621.15, 3.5,557,9703, 94%
6.82,5217.11,USD, 0.26%,65.53%,7,72.01%,500 ,https://www.signalstart.com/analysis/kur-bri-5000/265212, 90.84, 8.23%,KUR BRI 5000,43752.2,$50.00,2743.11, 1.64,556,2626, 87%
10.85,13918.91,USC Cent, 0.06%,38.24%,5,23.05%,500 ,https://www.signalstart.com/analysis/sniper-king/266949, 313.25, 1.92%,Sniper king,-1146.3,$30.00,2607.72, 1.15,555,2222, 64%
7.95,135.22,USD, 0.30%,55.18%,8,105.04%,500 ,https://www.signalstart.com/analysis/chief-trader-2/264218, 6.11, 9.40%,Chief Trader 2,17822.1,$33.00,129.75, 1.34,554,365, 83%
30.0,260.73,EUR, 0.16%,34.77%,5,349.11%,500 ,https://www.signalstart.com/analysis/scalp-ic-markets-mt5/266436, 21.3, 4.96%,Scalp IC Markets MT5,4378.4,$49.00,209.1, 1.9,553,1242, 75%
3.72,1004.34,EUR, 0.29%,74.83%,5,38.41%,500 ,https://www.signalstart.com/analysis/gondra-soft/268747, 11.68, 9.03%,GONDRA SOFT,-22724.3,$30.00,378.0, 1.36,552,858, 82%
13.0,567.61,EUR, 0.18%,40.80%,1,102.61%,300 ,https://www.signalstart.com/analysis/nextbot-ea/264163, 93.53, 5.44%,NextBot EA,200.6,$30.00,462.89, 8.05,551,210, 84%
21.0,13700.66,USD, 0.43%,76.10%,5,1562.36%,500 ,https://www.signalstart.com/analysis/euro-carousel/246937, 184.4, 13.61%,Euro Carousel,6806.2,$30.00,17494.49, 1.81,550,1046, 74%
15.0,1058.5,USD, 0.43%,48.93%,2,648.19%,200 ,https://www.signalstart.com/analysis/starlark/260396, 10.93, 13.84%,Starlark,5014.5,$30.00,1159.22, 2.99,549,611, 74%
67.0,4394.52,USD, 0.04%,15.63%,6,109.02%,30 ,https://www.signalstart.com/analysis/envelope-correction/257534, 42.02, 1.09%,Envelope Correction,7483.9,$30.00,2277.52, 1.71,547,979, 70%
24.1,1084.58,USD, 0.25%,42.17%,9,526.47%,500 ,https://www.signalstart.com/analysis/kapshon/260714, 32.23, 7.79%,KAPSHON,5883.2,$80.00,2053.53, 2.97,544,748, 76%
61.0,743.78,EUR, 0.01%,21.09%,7,11.71%,30 ,https://www.signalstart.com/analysis/pullbackchampion-conservativ/236175, 46.35, 0.18%,PullbackChampion Conservativ,3064.9,$30.00,78.38, 1.03,546,4602, 78%
90.0,4877.71,USD, 0.21%,46.70%,10,27491.52%,500 ,https://www.signalstart.com/analysis/bluewhale-capital/181110, 241.15, 6.35%,BlueWhale Capital,59270.3,$40.00,20171.85, 2.92,548,5943, 82%
18.0,2201.23,USD, 0.13%,16.38%,7,104.76%,500 ,https://www.signalstart.com/analysis/bya/252205, 24.98, 3.87%,BYA,11696.2,$100.00,1547.02, 1.78,543,1750, 72%
32.0,33151.74,USD, 0.51%,54.31%,1,15807.99%,500 ,https://www.signalstart.com/analysis/onyxea/253957," 1,439.61", 16.48%,OnyxEA,13408.1,$35.00,140844.35, 1.77,545,12595, 67%
24.33,8172.22,USD, 0.54%,60.37%,5,5226.60%,500 ,https://www.signalstart.com/analysis/trend-breaker/268981, 420.29, 17.47%,TREND BREAKER,36397.7,$75.00,31706.89, 5.01,542,6642, 75%
13.0,1549.28,EUR, 0.22%,63.90%,8,145.31%,30 ,https://www.signalstart.com/analysis/moderate-2-growth-cash-flow/258520, 70.13, 6.84%,MODERATE 2 GROWTH CASH FLOW,10012.7,$30.00,1560.03, 1.61,541,3565, 86%
40.0,183574.0,JPY, 0.08%,12.91%,1,182.39%,25 ,https://www.signalstart.com/analysis/trader-kakugo/236337, 48.32, 2.53%,Trader Kakugo,983.5,$50.00,118568.0, 1.4,540,474, 59%
7.75,2268.18,USD, 0.55%,100.00%,6,255.41%,300 ,https://www.signalstart.com/analysis/robo-copy/266556, 30.62, 17.67%,Robo copy,9818.2,$30.00,1317.83, 1.52,539,1020, 73%
47.0,12821.45,USD, 0.08%,25.51%,1,226.44%,100 ,https://www.signalstart.com/analysis/unlax-fx/156084," 1,471.36", 2.47%,Unlax FX,-183.5,$30.00,15738.18, 1.19,538,1259, 67%
11.92,15636.57,AUD, 0.15%,66.74%,6,68.72%,500 ,https://www.signalstart.com/analysis/litchfield-hr-securefxtrader/263098, 45.79, 4.47%,Litchfield HR SecureFXTrader,9111.9,$65.00,5635.57, 2.95,537,1064, 84%
13.0,2299.34,USD, 0.22%,33.15%,8,143.02%,500 ,https://www.signalstart.com/analysis/anahita-pro-fx/260513, 4.53, 6.84%,Anahita pro fx,19573.8,$49.00,1283.34, 4.52,536,333, 82%
5.49,19278.43,USD, 0.16%,30.29%,4,29.76%,500 ,https://www.signalstart.com/analysis/why-not-profit/267928, 105.63, 4.83%,Why not profit,-1102.5,$75.00,4280.59, 1.26,535,455, 68%
30.0,2142.81,USD, 0.27%,60.48%,2,1210.90%,500 ,https://www.signalstart.com/analysis/ea-hometown/236339, 337.68, 8.57%,EA homeTown,458.1,$40.00,16570.77, 1.96,534,2773, 58%
9.39,863.49,EUR, 0.00%,10.76%,6,0.95%,30 ,https://www.signalstart.com/analysis/blackhole-xl/264085, 9.82, 0.10%,Blackhole XL,-435.9,$75.00,11.88, 1.01,533,735, 53%
28.0,7638.17,USD, 0.17%,52.12%,7,332.03%,500 ,https://www.signalstart.com/analysis/countertrend-profit/254036, 39.59, 5.13%,Countertrend profit,27376.0,$45.00,5808.31, 4.43,532,1544, 80%
9.23,1599.55,EUR, 0.14%,16.36%,4,45.47%,500 ,https://www.signalstart.com/analysis/futurepips/262787, 1.91, 4.13%,Futurepips,9058.4,$30.00,499.55, 1.7,531,187, 82%
8.56,15186.46,EUR, 0.16%,25.10%,290,49.51%,500 ,https://www.signalstart.com/analysis/ia-factory/266232, 25.26, 4.79%,IA Factory,20297.0,$99.00,5554.46, 1.72,528,70, 80%
11.03,10302.0,USD, 0.28%,59.59%,2,149.41%,500 ,https://www.signalstart.com/analysis/dynamic-strength-matrix/265947, 342.17, 8.61%,Dynamic Strength Matrix,-6849.7,$30.00,14625.0, 1.97,527,1305, 68%
17.0,3564.68,CHF, 0.17%,44.80%,9,153.60%,500 ,https://www.signalstart.com/analysis/rambler/265760, 47.69, 5.33%,Rambler,2804.5,$45.00,2469.67, 2.87,525,406, 83%
82.0,3179.82,EUR, 0.06%,32.01%,6,390.01%,500 ,https://www.signalstart.com/analysis/grid02/177938, 77.74, 1.92%,GRID02,38681.7,$30.00,3965.6, 1.78,529,6487, 81%
19.0,1205.31,USD, 0.07%,75.86%,7,48.34%,500 ,https://www.signalstart.com/analysis/blackcobra2023/259599, 107.54, 1.98%,Blackcobra2023,2166.6,$30.00,1943.18, 1.48,526,3047, 87%
53.0,383.87,EUR, 0.09%,13.61%,2,367.46%,200 ,https://www.signalstart.com/analysis/night-club/254629, 28.17, 2.87%,Night Club,4440.7,$40.00,367.78, 1.51,524,2189, 73%
20.0,3697.25,USD, 0.12%,30.26%,7,107.58%,500 ,https://www.signalstart.com/analysis/everlinefx-safe/259974, 25.37, 3.62%,EverLineFX safe,10787.9,$35.00,1849.25, 1.98,523,1539, 60%
32.0,1393.85,USD, 0.24%,48.22%,7,963.28%,100 ,https://www.signalstart.com/analysis/uphill-mt4/264758, 113.32, 7.56%,UpHill MT4,-26045.1,$30.00,3093.56, 1.68,522,4579, 63%
15.0,1010.77,USD, 0.13%,26.62%,3,82.02%,500 ,https://www.signalstart.com/analysis/triangle-ea-lowrisk/263605, 38.97, 3.95%,Triangle EA LowRisk,1813.9,$30.00,893.67, 1.71,521,606, 78%
49.0,11182.0,EUR, 0.13%,33.41%,2,618.89%,500 ,https://www.signalstart.com/analysis/alfa-ea/170525, 562.39, 4.02%,Alfa EA,6989.3,$85.00,11849.34, 1.65,530,28339, 69%
50.0,1378.07,USD, 0.19%,73.81%,1,1830.44%,400 ,https://www.signalstart.com/analysis/global-forex-signal/188020, 182.67, 5.90%,Global Forex Signal,23628.1,$30.00,9420.11, 1.61,520,2912, 75%
12.2,6402.98,EUR, 0.01%,35.04%,1,2.84%,500 ,https://www.signalstart.com/analysis/perceptaimarketfigter/263795, 112.95, 0.23%,PerceptAIMarketFigter,4086.6,$35.00,1553.98, 1.2,519,3766, 60%
18.0,533.86,USD, 0.30%,48.04%,9,433.86%,500 ,https://www.signalstart.com/analysis/fastway-mt4-icm/253792, 4.56, 9.27%,FastWay MT4 ICM,5190.5,$50.00,433.86, 3.36,518,401, 77%
84.89,7902.11,EUR, 0.06%,26.59%,2,389.06%,500 ,https://www.signalstart.com/analysis/mysingalstart-3/266974, 84.86, 1.86%,MySingalStart 3,37331.6,$30.00,6595.14, 2.11,517,5996, 87%
5.85,2181.43,EUR, 0.10%,36.10%,5,19.17%,500 ,https://www.signalstart.com/analysis/gni-safe-1/266152, 15.72, 3.02%,GNI Safe 1,2118.8,$30.00,989.78, 1.92,516,388, 72%
6.59,6532.33,EUR, 0.18%,47.93%,4,43.67%,500 ,https://www.signalstart.com/analysis/secureprofitsfx/270209, 30.28, 5.62%,SecureProfitsFX,3906.8,$75.00,2124.2, 2.95,515,526, 78%
71.0,2975.4,USD, 0.10%,36.63%,3,723.25%,500 ,https://www.signalstart.com/analysis/eafiltergrid-micro/259351," 2,064.85", 2.96%,EAFILTERGRID MICRO,2047.2,$99.00,2040.4, 1.75,514,6822, 63%
14.0,129952.25,EUR, 0.20%,46.13%,2,138.65%,500 ,https://www.signalstart.com/analysis/investprosignals/259309, 829.85, 6.04%,InvestProSignals,45969.0,$30.00,34952.25, 1.77,513,4506, 77%
82.0,4316.63,EUR, 0.03%,26.40%,5,98.68%,500 ,https://www.signalstart.com/analysis/100pa4000eur/265765, 71.13, 0.83%,100PA4000EUR,17633.9,$30.00,4355.41, 2.06,512,2709, 86%
16.0,503.46,USD, 0.43%,86.81%,9,789.77%,500 ,https://www.signalstart.com/analysis/alphastat-s3/269824, 69.09, 13.78%,AlphaSTAT S3,12377.5,$50.00,345.83, 1.41,511,335, 74%
4.66,6047.78,EUR, 0.34%,70.44%,2,60.30%,500 ,https://www.signalstart.com/analysis/smart-steady/269194, 21.89, 10.58%,Smart steady,40633.4,$60.00,2163.02, 2.53,510,1011, 64%
